repo_full_name,total_pkgs,total_vulns,kev_count,kev_rate,scan_at
jakearchibald/svgomg,820,95,0,0.0,2026-03-02T11:32:08.879220+00:00
jakesgordon/javascript-state-machine,469,73,0,0.0,2026-03-02T11:32:08.879220+00:00
jalaali/moment-jalaali,162,45,0,0.0,2026-03-02T11:32:08.879220+00:00
jaredhanson/passport-http-bearer,27,15,0,0.0,2026-03-02T11:32:08.879220+00:00
jaredreich/notie,718,129,0,0.0,2026-03-02T11:32:08.879220+00:00
jaredreich/pell,615,99,0,0.0,2026-03-02T11:32:08.879220+00:00
jashkenas/backbone,330,106,0,0.0,2026-03-02T11:32:08.879220+00:00
jashkenas/underscore,895,153,0,0.0,2026-03-02T11:32:08.879220+00:00
javve/list.js,576,88,1,0.011364,2026-03-02T11:32:08.879220+00:00
jcc/v-distpicker,388,84,1,0.011905,2026-03-02T11:32:08.879220+00:00
jdan/tota11y,701,186,1,0.005376,2026-03-02T11:32:08.879220+00:00
jerosoler/Drawflow,1104,172,0,0.0,2026-03-02T11:32:08.879220+00:00
jezen/is-thirteen,279,55,0,0.0,2026-03-02T11:32:08.879220+00:00
jfhbrook/node-ecstatic,301,86,0,0.0,2026-03-02T11:32:08.879220+00:00
jhuckaby/Cronicle,294,85,1,0.011765,2026-03-02T11:32:08.879220+00:00
jimhigson/oboe.js,964,191,0,0.0,2026-03-02T11:32:08.879220+00:00
joaonuno/tree-model-js,352,93,0,0.0,2026-03-02T11:32:08.879220+00:00
joemccann/dillinger,2248,337,2,0.005935,2026-03-02T11:32:08.879220+00:00
josdejong/jsoneditor,758,81,0,0.0,2026-03-02T11:32:08.879220+00:00
josdejong/mathjs,903,140,0,0.0,2026-03-02T11:32:08.879220+00:00
jquery-form/form,405,87,1,0.011494,2026-03-02T11:32:08.879220+00:00
jquery/jquery-ui,315,75,1,0.013333,2026-03-02T11:32:08.879220+00:00
jquery/jquery,766,141,1,0.007092,2026-03-02T11:32:08.879220+00:00
js-cookie/js-cookie,738,141,1,0.007092,2026-03-02T11:32:08.879220+00:00
jsdoc/jsdoc,542,62,0,0.0,2026-03-02T11:32:08.879220+00:00
jshint/jshint,648,113,1,0.00885,2026-03-02T11:32:08.879220+00:00
json-editor/json-editor,1537,234,2,0.008547,2026-03-02T11:32:08.879220+00:00
json-schema-org/json-schema-spec,517,53,0,0.0,2026-03-02T11:32:08.879220+00:00
json5/json5,393,72,0,0.0,2026-03-02T11:32:08.879220+00:00
jsonresume/resume-cli,945,169,1,0.005917,2026-03-02T11:32:08.879220+00:00
jtydhr88/ComfyUI-qwenmultiangle,96,28,1,0.035714,2026-03-02T11:32:08.879220+00:00
juliangarnier/anime,210,87,0,0.0,2026-03-02T11:32:08.879220+00:00
justlovemaki/AIClient-2-API,473,97,0,0.0,2026-03-02T11:32:08.879220+00:00
kangax/html-minifier,407,90,0,0.0,2026-03-02T11:32:08.879220+00:00
kefranabg/readme-md-generator,496,103,0,0.0,2026-03-02T11:32:08.879220+00:00
koajs/koa,368,51,0,0.0,2026-03-02T11:32:08.879220+00:00
koush/electron-chrome,346,100,2,0.02,2026-03-02T11:32:08.879220+00:00
krausest/js-framework-benchmark,455,64,0,0.0,2026-03-02T11:32:08.879220+00:00
krisk/Fuse,874,122,1,0.008197,2026-03-02T11:32:08.879220+00:00
kska32/ebooks,496,90,2,0.022222,2026-03-02T11:32:08.879220+00:00
l0o0/translators_CN,110,27,0,0.0,2026-03-02T11:32:08.879220+00:00
laravel-mix/laravel-mix,1073,176,0,0.0,2026-03-02T11:32:08.879220+00:00
larsenwork/postcss-easing-gradients,526,101,0,0.0,2026-03-02T11:32:08.879220+00:00
layui/layui,647,82,1,0.012195,2026-03-02T11:32:08.879220+00:00
leaningtech/webvm,237,59,1,0.016949,2026-03-02T11:32:08.879220+00:00
lebab/lebab,465,63,0,0.0,2026-03-02T11:32:08.879220+00:00
leonardomso/33-js-concepts,151,42,1,0.02381,2026-03-02T11:32:08.879220+00:00
liabru/matter-js,1041,201,0,0.0,2026-03-02T11:32:08.879220+00:00
lindell/JsBarcode,958,135,0,0.0,2026-03-02T11:32:08.879220+00:00
lint-staged/lint-staged,411,65,1,0.015385,2026-03-02T11:32:08.879220+00:00
listen1/listen1_chrome_extension,331,50,1,0.02,2026-03-02T11:32:08.879220+00:00
listen1/listen1_desktop,351,89,2,0.022472,2026-03-02T11:32:08.879220+00:00
livebud/bud,14,9,0,0.0,2026-03-02T11:32:08.879220+00:00
liyupi/ai-guide,1188,194,0,0.0,2026-03-02T11:32:08.879220+00:00
lockfale/OSINT-Framework,30,10,0,0.0,2026-03-02T11:32:08.879220+00:00
locomotivemtl/locomotive-scroll,2018,288,1,0.003472,2026-03-02T11:32:08.879220+00:00
lodash/lodash,493,122,1,0.008197,2026-03-02T11:32:08.879220+00:00
log4js-node/log4js-node,434,66,0,0.0,2026-03-02T11:32:08.879220+00:00
loiane/javascript-datastructures-algorithms,329,49,0,0.0,2026-03-02T11:32:08.879220+00:00
lokesh/color-thief,692,102,0,0.0,2026-03-02T11:32:08.879220+00:00
lokesh/lightbox2,99,31,1,0.032258,2026-03-02T11:32:08.879220+00:00
lrsjng/h5ai,603,131,0,0.0,2026-03-02T11:32:08.879220+00:00
luin/medis,847,209,3,0.014354,2026-03-02T11:32:08.879220+00:00
lutzroeder/netron,377,98,2,0.020408,2026-03-02T11:32:08.879220+00:00
lvarayut/relay-fullstack,912,182,0,0.0,2026-03-02T11:32:08.879220+00:00
mandatoryprogrammer/thermoptic,396,105,0,0.0,2026-03-02T11:32:08.879220+00:00
marcelscruz/public-apis,26,5,0,0.0,2026-03-02T11:32:08.879220+00:00
margox/braft-editor,968,210,0,0.0,2026-03-02T11:32:08.879220+00:00
marko-js/marko,771,95,0,0.0,2026-03-02T11:32:08.879220+00:00
markodenic/web-development-resources,49,38,0,0.0,2026-03-02T11:32:08.879220+00:00
marmelab/gremlins.js,871,119,0,0.0,2026-03-02T11:32:08.879220+00:00
mattboldt/typed.js,439,54,0,0.0,2026-03-02T11:32:08.879220+00:00
mattdesl/canvas-sketch,654,66,0,0.0,2026-03-02T11:32:08.879220+00:00
maxwellito/vivus,345,105,0,0.0,2026-03-02T11:32:08.879220+00:00
mediaelement/mediaelement,994,131,0,0.0,2026-03-02T11:32:08.879220+00:00
memochou1993/gpt-ai-assistant,575,80,0,0.0,2026-03-02T11:32:08.879220+00:00
metafizzy/flickity,252,48,1,0.020833,2026-03-02T11:32:08.879220+00:00
metafizzy/zdog,87,27,0,0.0,2026-03-02T11:32:08.879220+00:00
metalsmith/metalsmith,483,98,0,0.0,2026-03-02T11:32:08.879220+00:00
metarhia/impress,107,29,0,0.0,2026-03-02T11:32:08.879220+00:00
meteor/meteor,327,36,0,0.0,2026-03-02T11:32:08.879220+00:00
metowolf/vCards,305,45,0,0.0,2026-03-02T11:32:08.879220+00:00
microsoft/vscode,1343,234,2,0.008547,2026-03-02T11:32:08.879220+00:00
mikaelbr/node-notifier,796,86,0,0.0,2026-03-02T11:32:08.879220+00:00
ml5js/ml5-library,2260,343,0,0.0,2026-03-02T11:32:08.879220+00:00
mochajs/mocha,803,128,0,0.0,2026-03-02T11:32:08.879220+00:00
moment/moment,563,131,0,0.0,2026-03-02T11:32:08.879220+00:00
motdotla/dotenv,602,101,0,0.0,2026-03-02T11:32:08.879220+00:00
mozilla/readability,504,106,0,0.0,2026-03-02T11:32:08.879220+00:00
mroderick/PubSubJS,338,82,0,0.0,2026-03-02T11:32:08.879220+00:00
myliang/x-spreadsheet,773,188,0,0.0,2026-03-02T11:32:08.879220+00:00
nadbm/react-datasheet,657,99,0,0.0,2026-03-02T11:32:08.879220+00:00
ndelvalle/v-click-outside,1194,108,0,0.0,2026-03-02T11:32:08.879220+00:00
necolas/react-native-web,1089,198,0,0.0,2026-03-02T11:32:08.879220+00:00
needim/noty,840,202,0,0.0,2026-03-02T11:32:08.879220+00:00
nestcn/docs.nestjs.cn,338,66,0,0.0,2026-03-02T11:32:08.879220+00:00
nextapps-de/flexsearch,357,56,0,0.0,2026-03-02T11:32:08.879220+00:00
nextcloud/mail,1233,194,1,0.005155,2026-03-02T11:32:08.879220+00:00
nfl/react-helmet,658,130,0,0.0,2026-03-02T11:32:08.879220+00:00
node-config/node-config,175,40,0,0.0,2026-03-02T11:32:08.879220+00:00
nodegit/nodegit,446,73,0,0.0,2026-03-02T11:32:08.879220+00:00
nodemailer/nodemailer,255,44,0,0.0,2026-03-02T11:32:08.879220+00:00
nosir/cleave.js,704,119,0,0.0,2026-03-02T11:32:08.879220+00:00
notion-enhancer/notion-enhancer,17,8,0,0.0,2026-03-02T11:32:08.879220+00:00
notwaldorf/tiny-care-terminal,180,62,0,0.0,2026-03-02T11:32:08.879220+00:00
npm/cli,983,133,0,0.0,2026-03-02T11:32:08.879220+00:00
nttgin/BGPalerter,590,108,0,0.0,2026-03-02T11:32:08.879220+00:00
octokatherine/readme.so,1100,141,0,0.0,2026-03-02T11:32:08.879220+00:00
oldboyxx/jira_clone,37,3,0,0.0,2026-03-02T11:32:08.879220+00:00
olton/metroui,328,56,1,0.017857,2026-03-02T11:32:08.879220+00:00
orbitdb/orbitdb,993,160,0,0.0,2026-03-02T11:32:08.879220+00:00
os-js/OS.js,902,153,0,0.0,2026-03-02T11:32:08.879220+00:00
ossf/wg-best-practices-os-developers,30,17,0,0.0,2026-03-02T11:32:08.879220+00:00
pahen/madge,595,105,0,0.0,2026-03-02T11:32:08.879220+00:00
paschmann/rasa-ui,563,158,1,0.006329,2026-03-02T11:32:08.879220+00:00
peaksandpies/universal-analytics,10,4,0,0.0,2026-03-02T11:32:08.879220+00:00
phaserjs/phaser,304,65,0,0.0,2026-03-02T11:32:08.879220+00:00
pickle-com/glass,677,182,2,0.010989,2026-03-02T11:32:08.879220+00:00
piskelapp/piskel,828,181,1,0.005525,2026-03-02T11:32:08.879220+00:00
pistazie/cdk-dia,543,69,0,0.0,2026-03-02T11:32:08.879220+00:00
plankanban/planka,75,24,0,0.0,2026-03-02T11:32:08.879220+00:00
playcanvas/engine,544,85,0,0.0,2026-03-02T11:32:08.879220+00:00
postmanlabs/newman,581,119,0,0.0,2026-03-02T11:32:08.879220+00:00
potree/potree,357,61,0,0.0,2026-03-02T11:32:08.879220+00:00
pouchdb/pouchdb-server,647,121,0,0.0,2026-03-02T11:32:08.879220+00:00
pqina/filepond,862,131,0,0.0,2026-03-02T11:32:08.879220+00:00
preactjs/preact,870,150,1,0.006667,2026-03-02T11:32:08.879220+00:00
processing/p5.js,1228,185,1,0.005405,2026-03-02T11:32:08.879220+00:00
projectfluent/fluent.js,433,74,1,0.013514,2026-03-02T11:32:08.879220+00:00
prose/prose,949,136,0,0.0,2026-03-02T11:32:08.879220+00:00
puppeteer/puppeteer,1096,150,1,0.006667,2026-03-02T11:32:08.879220+00:00
pure-css/pure,638,84,0,0.0,2026-03-02T11:32:08.879220+00:00
purifycss/purifycss,445,108,0,0.0,2026-03-02T11:32:08.879220+00:00
qeeqbox/social-analyzer,407,118,0,0.0,2026-03-02T11:32:08.879220+00:00
qishibo/AnotherRedisDesktopManager,1426,214,2,0.009346,2026-03-02T11:32:08.879220+00:00
ractivejs/ractive,575,148,3,0.02027,2026-03-02T11:32:08.879220+00:00
rastapasta/mapscii,459,74,0,0.0,2026-03-02T11:32:08.879220+00:00
react-boilerplate/react-boilerplate,1292,199,0,0.0,2026-03-02T11:32:08.879220+00:00
react-ga/react-ga,1337,192,0,0.0,2026-03-02T11:32:08.879220+00:00
react-syntax-highlighter/react-syntax-highlighter,1088,169,0,0.0,2026-03-02T11:32:08.879220+00:00
redux-form/redux-form,1059,159,0,0.0,2026-03-02T11:32:08.879220+00:00
release-it/release-it,553,97,0,0.0,2026-03-02T11:32:08.879220+00:00
remix-run/history,973,156,0,0.0,2026-03-02T11:32:08.879220+00:00
remoteinterview/zero,741,133,0,0.0,2026-03-02T11:32:08.879220+00:00
remy/nodemon,719,138,0,0.0,2026-03-02T11:32:08.879220+00:00
reorproject/reor,2052,269,3,0.011152,2026-03-02T11:32:08.879220+00:00
riot/riot,903,136,0,0.0,2026-03-02T11:32:08.879220+00:00
rollup/rollup-starter-lib,17,6,0,0.0,2026-03-02T11:32:08.879220+00:00
romannurik/AndroidAssetStudio,1274,185,1,0.005405,2026-03-02T11:32:08.879220+00:00
rwaldron/johnny-five,599,102,0,0.0,2026-03-02T11:32:08.879220+00:00
salesforce/design-system-react,1454,214,1,0.004673,2026-03-02T11:32:08.879220+00:00
santinic/how2,472,113,0,0.0,2026-03-02T11:32:08.879220+00:00
schlagmichdoch/PairDrop,74,37,0,0.0,2026-03-02T11:32:08.879220+00:00
scratchfoundation/scratch-gui,1938,252,0,0.0,2026-03-02T11:32:08.879220+00:00
seanprashad/leetcode-patterns,1370,181,0,0.0,2026-03-02T11:32:08.879220+00:00
segment-boneyard/nightmare,312,105,2,0.019048,2026-03-02T11:32:08.879220+00:00
select2/select2,366,85,1,0.011765,2026-03-02T11:32:08.879220+00:00
semantic-release/semantic-release,870,146,0,0.0,2026-03-02T11:32:08.879220+00:00
serverless/aws-ai-stack,745,122,1,0.008197,2026-03-02T11:32:08.879220+00:00
serverless/examples,233,49,0,0.0,2026-03-02T11:32:08.879220+00:00
serverless/plugins,496,78,0,0.0,2026-03-02T11:32:08.879220+00:00
serverless/serverless,1069,166,0,0.0,2026-03-02T11:32:08.879220+00:00
shaka-project/shaka-player,880,142,0,0.0,2026-03-02T11:32:08.879220+00:00
shelljs/shelljs,474,64,0,0.0,2026-03-02T11:32:08.879220+00:00
shentao/vue-multiselect,1238,183,1,0.005464,2026-03-02T11:32:08.879220+00:00
showdownjs/showdown,572,138,0,0.0,2026-03-02T11:32:08.879220+00:00
sigalor/whatsapp-web-reveng,262,88,0,0.0,2026-03-02T11:32:08.879220+00:00
simple-icons/simple-icons,641,89,0,0.0,2026-03-02T11:32:08.879220+00:00
simplesmiler/vue-clickaway,202,56,0,0.0,2026-03-02T11:32:08.879220+00:00
sinonjs/sinon,577,91,1,0.010989,2026-03-02T11:32:08.879220+00:00
sintaxi/harp,160,73,0,0.0,2026-03-02T11:32:08.879220+00:00
snapappointments/bootstrap-select,483,96,1,0.010417,2026-03-02T11:32:08.879220+00:00
sockjs/sockjs-client,664,146,0,0.0,2026-03-02T11:32:08.879220+00:00
someshkar/covid19india-cluster,587,137,0,0.0,2026-03-02T11:32:08.879220+00:00
soumyajit4419/Portfolio,1385,195,0,0.0,2026-03-02T11:32:08.879220+00:00
spencermountain/compromise,293,42,0,0.0,2026-03-02T11:32:08.879220+00:00
spiermar/d3-flame-graph,957,143,0,0.0,2026-03-02T11:32:08.879220+00:00
statsd/statsd,253,74,0,0.0,2026-03-02T11:32:08.879220+00:00
steffest/DPaint-js,302,41,0,0.0,2026-03-02T11:32:08.879220+00:00
style-dictionary/style-dictionary,1516,207,1,0.004831,2026-03-02T11:32:08.879220+00:00
stylelint/stylelint,910,68,0,0.0,2026-03-02T11:32:08.879220+00:00
sudheerj/ECMAScript-features,174,21,0,0.0,2026-03-02T11:32:08.879220+00:00
sunniejs/sol-weapp,664,107,0,0.0,2026-03-02T11:32:08.879220+00:00
sverweij/dependency-cruiser,570,75,0,0.0,2026-03-02T11:32:08.879220+00:00
svgdotjs/svg.js,999,162,1,0.006173,2026-03-02T11:32:08.879220+00:00
sweet-js/sweet-core,534,87,1,0.011494,2026-03-02T11:32:08.879220+00:00
tailwindlabs/heroicons,108,21,0,0.0,2026-03-02T11:32:08.879220+00:00
tailwindlabs/tailwindcss-typography,438,77,0,0.0,2026-03-02T11:32:08.879220+00:00
tangbc/vue-virtual-scroll-list,733,86,0,0.0,2026-03-02T11:32:08.879220+00:00
tech-shrimp/gemini-playground,177,76,1,0.013158,2026-03-02T11:32:08.879220+00:00
techfort/LokiJS,346,132,0,0.0,2026-03-02T11:32:08.879220+00:00
tengbao/vanta,403,114,0,0.0,2026-03-02T11:32:08.879220+00:00
terkelg/prompts,96,21,0,0.0,2026-03-02T11:32:08.879220+00:00
terser/terser,218,46,0,0.0,2026-03-02T11:32:08.879220+00:00
testdouble/scripty,262,51,0,0.0,2026-03-02T11:32:08.879220+00:00
thomaspark/bootswatch,381,91,0,0.0,2026-03-02T11:32:08.879220+00:00
toji/gl-matrix,662,112,0,0.0,2026-03-02T11:32:08.879220+00:00
tomayac/SVGcode,765,136,1,0.007353,2026-03-02T11:32:08.879220+00:00
transitive-bullshit/create-react-library,393,70,0,0.0,2026-03-02T11:32:08.879220+00:00
travist/jsencrypt,391,54,0,0.0,2026-03-02T11:32:08.879220+00:00
tvkhoa/react-tippy,859,190,0,0.0,2026-03-02T11:32:08.879220+00:00
typicode/hotel,1319,222,0,0.0,2026-03-02T11:32:08.879220+00:00
typicode/lowdb,424,55,0,0.0,2026-03-02T11:32:08.879220+00:00
uilibrary/matx-react,699,126,1,0.007937,2026-03-02T11:32:08.879220+00:00
uncss/uncss,368,86,1,0.011628,2026-03-02T11:32:08.879220+00:00
up-for-grabs/up-for-grabs.net,930,119,1,0.008403,2026-03-02T11:32:08.879220+00:00
usebruno/bruno,2198,310,2,0.006452,2026-03-02T11:32:08.879220+00:00
ustbhuangyi/vue-analysis,874,188,0,0.0,2026-03-02T11:32:08.879220+00:00
vakata/jstree,538,91,1,0.010989,2026-03-02T11:32:08.879220+00:00
verlok/vanilla-lazyload,496,84,0,0.0,2026-03-02T11:32:08.879220+00:00
videojs/video.js,1266,220,0,0.0,2026-03-02T11:32:08.879220+00:00
wagerfield/parallax,627,163,0,0.0,2026-03-02T11:32:08.879220+00:00
webpack/enhanced-resolve,812,77,0,0.0,2026-03-02T11:32:08.879220+00:00
webpack/less-loader,1190,92,0,0.0,2026-03-02T11:32:08.879220+00:00
webpack/mini-css-extract-plugin,1353,172,1,0.005814,2026-03-02T11:32:08.879220+00:00
webpack/webpack-bundle-analyzer,1387,150,1,0.006667,2026-03-02T11:32:08.879220+00:00
webpack/webpack-dev-server,1445,192,1,0.005208,2026-03-02T11:32:08.879220+00:00
webslides/WebSlides,922,214,0,0.0,2026-03-02T11:32:08.879220+00:00
webtorrent/webtorrent-desktop,1093,137,2,0.014599,2026-03-02T11:32:08.879220+00:00
wekan/wekan,257,69,1,0.014493,2026-03-02T11:32:08.879220+00:00
wesbos/awesome-uses,2427,259,1,0.003861,2026-03-02T11:32:08.879220+00:00
winstonjs/winston,543,49,0,0.0,2026-03-02T11:32:08.879220+00:00
xanderfrangos/twinkle-tray,1399,211,2,0.009479,2026-03-02T11:32:08.879220+00:00
yaronn/blessed-contrib,231,48,0,0.0,2026-03-02T11:32:08.879220+00:00
ygs-code/vue,278,72,0,0.0,2026-03-02T11:32:08.879220+00:00
you-dont-need/You-Dont-Need-Lodash-Underscore,217,75,0,0.0,2026-03-02T11:32:08.879220+00:00
you-dont-need/You-Dont-Need-Momentjs,382,65,0,0.0,2026-03-02T11:32:08.879220+00:00
zen-browser/desktop,591,71,0,0.0,2026-03-02T11:32:08.879220+00:00
zenorocha/clipboard.js,824,130,0,0.0,2026-03-02T11:32:08.879220+00:00
zhaoolee/ChineseBQB,174,41,0,0.0,2026-03-02T11:32:08.879220+00:00
zhaoolee/ChromeAppHeroes,52,17,0,0.0,2026-03-02T11:32:08.879220+00:00
zhukov/webogram,1057,170,0,0.0,2026-03-02T11:32:08.879220+00:00
zhw2590582/SubPlayer,1479,213,0,0.0,2026-03-02T11:32:08.879220+00:00
ziahamza/webui-aria2,626,170,1,0.005882,2026-03-02T11:32:08.879220+00:00
zloirock/core-js,459,76,0,0.0,2026-03-02T11:32:08.879220+00:00
